dptmt.0.001*codeinseecommune superficie(hectare) x y nombred'inscrits nombredevotants nombredebulletinexprimés nomsansblancavecunders
2.05 763 7011 25617 240 183 177 BARZY-EN-THIERACHE
2.051 755 6894 24543 276 209 198 BARZY-SUR-MARNE
2.052 703 6757 25037 109 99 97 BASSOLES-AULERS
2.053 1889 6936 24440 233 199 196 BAULNE-EN-BRIE
2.054 949 6933 24796 324 218 201 BAZOCHES-SUR-VESLES
2.055 918 7308 25395 113 82 79 BEAUME
2.056 541 6575 25215 121 104 101 BEAUMONT-EN-BEINE
2.057 2173 6698 25560 1043 816 761 BEAUREVOIR
2.058 969 7018 24892 484 393 375 BEAURIEUX
2.059 744 6729 25176 2008 1213 1176 BEAUTOR
2.06 751 6553 25383 226 170 156 BEAUVOIS-EN-VERMANDOIS
2.061 467 6813 25585 187 152 146 BECQUIGNY
2.062 672 6699 24544 91 76 73 BELLEAU
2.063 640 6652 25477 293 263 256 BELLENGLISE
2.064 453 6726 24851 2584 1422 1195 BELLEU
2.065 977 6646 25520 456 370 353 BELLICOURT
2.066 681 6698 25296 174 140 131 BENAY
2.067 441 6982 25606 155 139 134 BERGUES-SUR-SAMBRE
2.068 520 7025 25323 67 58 58 BERLANCOURT
2.069 659 7280 25200 92 78 74 BERLISE
2.07 1656 6836 25420 328 281 265 BERNOT
2.071 787 6584 24902 461 313 296 BERNY-RIVIERE
2.072 498 7096 25000 136 113 112 BERRIEUX
2.073 810 7137 24907 367 285 273 BERRY-AU-BAC
2.074 746 6761 25149 425 317 308 BERTAUCOURT-EPOURDON
2.075 307 6754 25310 158 144 135 BERTHENICOURT
2.076 448 7215 24899 91 78 76 BERTRICOURT
2.077 1169 6710 24823 315 217 209 BERZY-LE-SEC
2.078 266 6599 25049 98 82 80 BESME
2.079 1586 7286 25394 130 125 120 BESMONT
2.08 976 6901 25122 285 218 213 BESNY-ET-LOIZY
2.081 430 6587 25149 279 228 226 BETHANCOURT-EN-VAUX
2.082 768 6785 24713 95 82 76 BEUGNEUX
2.083 1566 6842 24611 476 336 328 BEUVARDES
2.084 1110 6650 24459 180 156 153 BEZU-LE-GUERY
2.085 1113 6784 24572 482 388 386 BEZU-SAINT-GERMAIN
2.086 773 6636 25095 751 595 581 BICHANCOURT
2.087 450 6671 24948 23 21 21 BIEUXY
2.088 264 6997 25005 69 57 55 BIEVRES
2.089 747 6761 24848 858 625 600 BILLY-SUR-AISNE
2.09 1017 6704 24693 168 136 130 BILLY-SUR-OURCQ
2.091 527 6972 24831 77 55 54 BLANZY-LES-FISMES
2.093 1080 6590 25024 910 581 548 BLERANCOURT
2.094 970 6815 24494 316 242 221 BLESMES
2.095 3174 6803 25551 3810 2697 2559 BOHAIN-EN-VERMANDOIS
2.096 1032 6948 25268 154 126 122 BOIS-LES-PARGNY
2.097 1329 7164 25145 199 183 181 BONCOURT
2.098 211 6741 24460 255 177 172 BONNEIL
2.099 634 6716 24587 159 122 122 BONNESVALYN
2.1 798 6637 25550 99 92 91 BONY
2.101 968 7099 25272 142 129 128 BOSMONT-SUR-SERRE
2.102 1304 7030 24974 136 101 100 BOUCONVILLE-VAUCLAIR
2.103 1044 6978 25582 955 681 643 BOUE
2.104 436 7097 24873 80 59 59 BOUFFIGNEREUX
2.105 752 6711 24522 155 109 108 BOURESCHES
2.106 512 6957 24896 455 342 330 BOURG-ET-COMIN
2.107 280 6596 25055 81 62 60 BOURGUIGNON-SOUS-COUCY
2.108 192 6873 25041 111 102 102 BOURGUIGNON-SOUS-MONTBAVIN
2.109 1900 7177 25416 422 269 253 LA_BOUTEILLE
2.111 656 6784 25025 507 366 353 BRANCOURT-EN-LAONNOIS
2.112 1314 6751 25539 448 339 322 BRANCOURT-LE-GRAND
2.114 745 6798 24507 978 636 572 BRASLES
2.115 809 6923 24945 141 131 126 BRAYE-EN-LAONNOIS
2.116 917 7170 25326 149 136 133 BRAYE-EN-THIERACHE
2.117 288 6582 25308 65 51 48 BRAY-SAINT-CHRISTOPHE
2.118 134 6751 24923 99 98 92 BRAYE
2.119 998 6798 24617 237 185 181 BRECY
2.12 434 6877 24860 164 134 131 BRENELLE
2.121 452 6742 24658 179 143 140 BRENY
2.122 280 6829 25121 64 54 52 BRIE
2.123 898 6752 25254 216 182 182 BRISSAY-CHOIGNY
2.124 1238 6753 25279 531 443 423 BRISSY-HAMEGICOURT
2.125 724 6602 24563 145 122 122 BRUMETZ
2.126 890 7331 25319 479 364 353 BRUNEHAMEL
2.127 905 6807 24663 150 110 106 BRUYERES-SUR-FERE
2.128 1161 6962 25038 1232 865 830 BRUYERES-ET-MONTBERAULT
2.129 570 6893 24755 25 23 23 BRUYS
2.13 1285 7264 25437 170 151 149 BUCILLY
2.131 1286 6768 24886 1466 1126 1083 BUCY-LE-LONG
2.132 874 6855 25101 137 100 99 BUCY-LES-CERNY
2.133 1446 7132 25178 296 251 243 BUCY-LES-PIERREPONT
2.134 413 7237 25465 701 572 547 BUIRE
2.135 1760 7076 25532 894 645 597 BUIRONFOSSE
2.136 1383 7126 25328 133 101 96 BURELLES
2.137 740 6673 24551 89 62 58 BUSSIARES
2.138 475 6736 24800 161 127 127 BUZANCY
2.139 663 6572 25141 368 251 245 CAILLOUEL-CREPIGNY
2.14 915 6578 25034 335 226 205 CAMELIN
2.141 1226 7135 25546 1459 1033 971 LA_CAPELLE
2.142 571 6649 25345 179 155 147 CASTRES
2.143 41 6652 25566 149 120 116 LE_CATELET
2.144 596 6554 25411 113 90 89 CAULAINCOURT
2.145 571 6608 25153 420 304 282 CAUMONT
2.146 391 6904 24467 70 61 59 CELLES-LES-CONDE
2.147 567 6829 24302 95 63 59 LA_CELLE-SOUS-MONTMIRAIL
2.148 616 6832 24905 184 141 138 CELLES-SUR-AISNE
2.149 400 6714 25297 47 43 39 CERIZY
2.15 722 6966 24948 60 55 53 CERNY-EN-LAONNOIS
2.151 319 6877 25096 94 82 81 CERNY-LES-BUCY
2.152 461 6862 24813 72 60 60 CERSEUIL
2.153 1035 6840 25074 383 297 289 CESSIERES
2.154 1274 6776 24792 244 191 189 CHACRISE
2.155 217 6861 25024 159 113 109 CHAILLEVOIS
2.156 766 6944 25208 170 142 133 CHALANDRY
2.157 889 6955 25113 593 473 451 CHAMBRY
2.158 334 6964 24983 163 136 136 CHAMOUILLE
2.159 916 6664 25052 220 151 144 CHAMPS
2.16 1860 7199 25243 374 305 289 CHAOURSE
2.161 1428 6951 24480 147 130 128 LA_CHAPELLE-MONTHODON
2.162 790 6763 24391 190 124 119 LA_CHAPELLE-SUR-CHEZY
2.163 2052 6695 24425 1739 1187 1151 CHARLY
2.164 983 6886 24579 238 194 191 LE_CHARMEL
2.165 366 6753 25176 1292 783 720 CHARMES
2.166 876 6854 24536 283 225 217 CHARTEVES
2.167 1085 6851 24875 546 367 356 CHASSEMY
2.168 1655 6780 24503 9546 6064 5953 CHATEAU-THIERRY
2.169 1056 6972 25300 83 62 62 CHATILLON-LES-SONS
2.17 262 6781 25333 105 83 80 CHATILLON-SUR-OISE
2.171 470 7057 24892 73 56 56 CHAUDARDES
2.172 852 6675 24804 187 144 142 CHAUDUN
2.173 1328 6639 25135 7999 3509 2539 CHAUNY
2.174 1155 6859 24986 566 402 377 CHAVIGNON
2.175 528 6703 24924 123 113 112 CHAVIGNY
2.176 362 6896 24904 154 116 114 CHAVONNE
2.177 371 6977 25028 124 98 93 CHERET
2.178 1095 7008 24977 76 64 62 CHERMIZY-AILLES
2.179 1369 6930 24746 270 194 177 CHERY-CHARTREUVE
2.18 1722 6917 25186 493 391 377 CHERY-LES-POUILLY
2.181 473 7267 25262 73 67 63 CHERY-LES-ROZOY
2.182 606 7006 25363 131 108 106 CHEVENNES
2.183 885 6910 24980 160 129 127 CHEVREGNY
2.184 1685 6891 25293 211 149 141 CHEVRESIS-MONCEAU
2.185 1615 6617 24588 264 225 217 CHEZY-EN-ORXOIS
2.186 2243 6755 24438 1037 658 589 CHEZY-SUR-MARNE
2.187 282 6800 24495 792 578 522 CHIERRY
2.188 1047 7031 25478 127 118 117 CHIGNY
2.189 1356 7089 25162 255 236 230 CHIVRES-EN-LAONNOIS
2.19 554 6798 24892 425 366 348 CHIVRES-VAL
2.191 354 6904 25041 368 276 263 CHIVY-LES-ETOUVELLES
2.192 2003 6665 24679 264 176 169 CHOUY
2.193 822 6921 24641 63 55 49 CIERGES
2.194 930 7079 25278 189 157 153 CILLY
2.195 895 6818 24855 588 436 417 CIRY-SALSOGNE
2.196 421 6894 25060 257 208 205 CLACY-ET-THIERRET
2.197 1431 7184 25550 391 319 307 CLAIRFONTAINE
2.198 340 6744 24928 194 144 142 CLAMECY
2.199 824 6646 25280 397 298 269 CLASTRES
2.2 930 7158 25201 98 78 74 CLERMONT-LES-FERMES
2.201 1252 6595 24827 260 186 182 COEUVRES-ET-VALSERY
2.203 1724 6792 24631 823 636 609 COINCY
2.204 731 7265 25343 76 69 68 COINGT
2.205 653 6946 24984 113 93 89 COLLIGIS-CRANDELAIN
2.206 329 6991 25410 67 55 54 COLONFAY
2.207 333 6594 25162 156 130 129 COMMENCHON
2.208 1251 7056 24875 186 148 146 CONCEVREUX
2.209 456 6897 24458 479 322 309 CONDE-EN-BRIE
2.21 373 6823 24896 309 235 233 CONDE-SUR-AISNE
2.211 583 7172 24926 195 146 144 CONDE-SUR-SUIPPE
2.212 558 6683 25153 606 446 435 CONDREN
2.213 546 6874 24488 224 157 148 CONNIGIS
2.214 342 6645 25332 53 46 44 CONTESCOURT
2.215 1523 7079 24971 523 376 357 CORBENY
2.216 725 6638 24733 223 173 171 CORCY
2.218 603 7038 25071 450 331 308 COUCY-LES-EPPES
2.219 611 6720 25045 139 126 125 COUCY-LA-VILLE
2.22 2875 6948 24678 326 262 259 COULONGES-COHAN
2.221 782 6685 24485 125 98 95 COUPRU
2.222 316 6805 25214 32 25 23 COURBES
2.223 1407 6855 24446 224 162 158 COURBOIN
2.224 881 6899 24830 278 228 224 COURCELLES-SUR-VESLES
2.225 272 6678 24577 64 55 52 COURCHAMPS
2.226 676 6710 24835 1339 903 887 COURMELLES
2.227 986 6905 24619 89 75 73 COURMONT
2.228 598 6881 24536 223 170 167 COURTEMONT-VARENNES
2.229 422 7052 25035 67 60 57 COURTRIZY-ET-FUSSIGNY
2.23 750 6837 24829 163 113 110 COUVRELLES
2.231 1333 6853 25169 598 434 420 COUVRON-ET-AUMENCOURT
2.232 2455 6515 24709 172 155 153 COYOLLES
2.233 812 6815 24708 105 79 77 CRAMAILLE
2.234 862 7053 24946 86 83 80 CRAONNE
2.235 591 7041 24936 82 73 72 CRAONNELLE
2.236 1183 6717 24994 232 164 161 CRECY-AU-MONT
2.237 1790 6929 25230 965 761 720 CRECY-SUR-SERRE
2.238 2770 6852 25125 1231 794 748 CREPY
2.239 706 6859 24506 707 432 404 CREZANCY
2.24 937 6766 25477 186 146 144 CROIX-FONSOMMES
2.241 1045 6742 24639 85 69 65 LA_CROIX-SUR-OURCQ
2.242 433 6662 24428 417 308 292 CROUTTES-SUR-MARNE
2.244 352 7020 25486 45 38 38 CRUPILLY
2.245 502 6714 24902 1116 711 651 CUFFIES
2.246 940 6590 25237 453 343 330 CUGNY
2.248 646 7068 25214 117 110 107 CUIRIEUX
2.249 854 6841 24781 88 66 63 CUIRY-HOUSSE
2.25 515 7041 24886 63 46 45 CUIRY-LES-CHAUDARDES
2.251 479 7279 25309 32 29 29 CUIRY-LES-IVIERS
2.252 497 6992 24912 53 49 48 CUISSY-ET-GENY
2.253 917 6660 24915 270 192 182 CUISY-EN-ALMONT
2.254 479 6615 24836 88 69 67 CUTRY
2.255 439 6898 24890 114 82 75 CYS-LA-COMMUNE
2.256 1004 7231 25318 119 99 98 DAGNY-LAMBERCY
2.257 581 6652 25364 338 296 285 DALLON
2.258 796 6629 24611 280 216 209 DAMMARD
2.259 819 6596 24720 319 262 259 DAMPLEUX
2.26 449 6763 25192 433 335 323 DANIZY
2.261 1117 6974 25238 289 243 230 DERCY
2.262 376 6741 25153 158 111 108 DEUILLET
2.263 681 6932 24861 99 88 87 DHUIZEL
2.264 1996 7219 25160 561 437 419 DIZY-LE-GROS
2.265 810 7298 25309 82 71 70 DOHIS
2.266 338 7261 25274 51 44 44 DOLIGNON
2.267 724 6635 24814 225 143 129 DOMMIERS
2.268 456 6688 24469 426 315 295 DOMPTIN
2.269 1050 6968 25540 119 96 93 DORENGT
2.27 505 6576 25335 111 82 80 DOUCHY
2.271 1567 6949 24711 139 92 91 DRAVEGNY
2.272 542 6769 24760 62 57 55 DROIZY
2.273 774 6572 25285 175 126 124 DURY
2.274 1303 7112 25207 168 133 127 EBOULEAU
2.275 277 7185 25489 258 195 184 EFFRY
2.276 797 7053 25477 104 95 91 ENGLANCOURT
2.277 1100 6657 24965 255 181 178 EPAGNY
2.278 752 7241 25432 44 42 42 EPARCY
2.279 1950 6739 24572 432 350 343 EPAUX-BEZU
2.28 1866 6810 24571 302 215 206 EPIEDS
2.281 1237 6816 24325 171 113 109 L'EPINE-AUX-BOIS
2.282 771 7015 25076 302 224 209 EPPES
2.283 890 6994 25267 206 155 150 ERLON
2.284 744 7074 25474 95 88 85 ERLOY
2.286 1621 7013 25551 649 491 475 ESQUEHERIES
2.287 1338 6678 25315 924 705 674 ESSIGNY-LE-GRAND
2.288 453 6741 25453 254 189 181 ESSIGNY-LE-PETIT
2.289 731 6794 24410 323 247 234 ESSISES
2.29 2855 6759 24484 1940 1062 983 ESSOMES-SUR-MARNE
2.291 704 6684 25528 297 233 220 ESTREES
2.292 224 6792 24490 952 608 577 ETAMPES-SUR-MARNE
2.293 1368 6803 25497 413 315 299 ETAVES-ET-BOCQUIAUX
2.294 238 6902 25033 157 142 134 ETOUVELLES
2.295 1759 7136 25464 727 581 551 ETREAUPONT
2.296 869 6594 25373 949 665 629 ETREILLERS
2.297 513 6733 24546 88 63 63 ETREPILLY
2.298 1036 6948 25561 1128 795 734 ETREUX
2.299 915 7238 24954 380 262 255 EVERGNICOURT
2.301 735 6818 25044 216 170 168 FAUCOUCOURT
2.302 1379 6612 24699 241 165 161 FAVEROLLES
2.303 586 6659 25417 480 343 325 FAYET
2.304 673 6744 25188 1614 837 777 LA_FERE
2.305 2040 6861 24675 2121 1325 1242 FERE-EN-TARDENOIS
2.306 2392 6881 25274 479 357 339 LA_FERTE-CHEVRESIS
2.307 1835 6574 24648 1534 985 918 LA_FERTE-MILON
2.308 1606 6963 25615 379 270 256 FESMY-LE-SART
2.31 774 6800 25453 238 187 182 FIEULAINE
2.311 478 6885 24964 86 59 58 FILAIN
2.312 2643 7137 25576 815 628 601 LA_FLAMENGRIE
2.313 1363 6956 25446 353 305 284 FLAVIGNY-LE-GRAND-ET-BEAURAIN
2.315 1283 6618 25244 1041 782 735 FLAVY-LE-MARTEL
2.316 651 6597 24737 126 104 103 FLEURY
2.317 524 6588 25344 165 149 147 FLUQUIERES
2.318 885 6690 25054 1168 751 725 FOLEMBRAY
2.32 533 6639 25347 231 160 149 FONTAINE-LES-CLERCS
2.321 1974 7127 25408 657 464 443 FONTAINE-LES-VERVINS
2.322 1190 6786 25436 324 283 279 FONTAINE-NOTRE-DAME
2.323 577 6743 25478 86 76 75 FONTAINE-UTERTE
2.324 1047 7097 25605 220 173 165 FONTENELLE
2.325 847 6837 24362 137 101 98 FONTENELLE-EN-BRIE
2.326 903 6626 24903 423 351 347 FONTENOY
2.327 494 6549 25350 141 114 108 FORESTE
2.328 718 6838 24506 467 360 351 FOSSOY
2.33 543 6639 25399 358 315 311 FRANCILLY-SELENCY
2.331 304 7061 25358 100 92 91 FRANQUEVILLE
2.332 884 6890 24616 183 144 141 FRESNES-EN-TARDENOIS
2.333 730 6748 25068 106 97 95 FRESNES
2.335 251 6788 25156 153 123 122 FRESSANCOURT
2.336 1526 6654 25216 672 439 422 FRIERES-FAILLOUEL
2.337 491 7128 25506 171 155 154 FROIDESTREES
2.338 881 6992 25219 171 120 118 FROIDMONT-COHARTILLE
2.339 1003 6619 24555 469 355 338 GANDELU
2.34 624 6672 25368 4176 2616 2503 GAUCHY
2.341 633 7104 25363 234 190 180 GERCY
2.342 586 7149 25476 118 100 100 GERGNY
2.343 454 6561 25352 61 58 58 GERMAINE
2.344 747 7116 24902 47 44 41 GERNICOURT
2.345 269 6684 25271 27 23 23 GIBERCOURT
2.346 1025 7041 25125 522 450 443 GIZY
2.347 565 6824 24506 405 296 288 GLAND
2.348 857 7001 24850 132 100 100 GLENNES
2.349 554 7097 25010 57 45 44 GOUDELANCOURT-LES-BERRIEUX
2.35 873 7097 25202 110 96 94 GOUDELANCOURT-LES-PIERREPONT
2.351 843 6971 24640 88 68 65 GOUSSANCOURT
2.352 1760 6659 25566 419 331 319 GOUY
2.353 2030 7012 25188 227 188 182 GRANDLUP-ET-FAY
2.354 435 7334 25275 75 70 68 GRANDRIEUX
2.355 992 6653 25440 642 443 408 GRICOURT
2.356 1063 6746 24608 140 123 121 GRISOLLES
2.357 710 7116 25340 54 50 48 GRONARD
2.358 1126 6859 25503 313 231 222 GROUGIS
2.359 508 6670 25356 683 488 467 GRUGIES
2.36 1774 7183 24943 1605 967 902 GUIGNICOURT
2.361 1613 6929 25456 3460 2243 1574 GUISE
2.362 715 6566 25169 207 151 148 GUIVRY
2.363 932 6675 25028 318 258 240 GUNY
2.364 420 7091 24855 180 129 129 GUYENCOURT
2.366 916 6926 25537 211 169 158 HANNAPES
2.367 518 6614 25316 118 94 93 HAPPENCOURT
2.368 1224 6528 24759 409 350 337 HARAMONT
2.369 757 7186 25345 210 202 198 HARCIGNY
2.37 812 6606 25521 392 304 280 HARGICOURT
2.371 376 6709 25389 1260 917 863 HARLY
2.372 631 6740 24754 236 164 158 HARTENNES-ET-TAUX
2.373 1104 7151 25335 202 166 159 HARY
2.374 937 6678 25475 589 455 422 LEHAUCOURT
2.375 729 6654 24572 101 72 72 HAUTEVESNES
2.376 710 6853 25430 141 111 104 HAUTEVILLE
2.377 934 7082 25421 125 113 112 HAUTION
2.378 422 7232 25444 147 126 123 LA_HERIE
2.379 927 6943 25370 183 157 156 LE_HERIE-LA-VIEVILLE
2.38 309 6692 25280 45 41 37 HINACOURT
2.381 3377 7257 25486 7346 4475 4160 HIRSON
2.382 637 6631 25406 1082 868 834 HOLNON
2.383 1429 6741 25398 980 687 644 HOMBLIERES
2.384 348 7091 25328 45 36 32 HOURY
2.385 1320 6989 25339 150 135 124 HOUSSET
2.386 951 6951 25517 181 145 137 IRON
2.387 711 6727 25349 853 734 716 ITANCOURT
2.388 745 7302 25334 162 153 148 IVIERS
2.389 178 6875 24552 468 365 349 JAULGONNE
2.39 582 6582 25482 167 134 131 JEANCOURT
2.391 1561 7239 25355 171 153 150 JEANTES
2.392 725 6692 25515 271 205 193 JONCOURT
2.393 784 6873 24786 130 113 107 JOUAIGNES
2.395 620 6738 25018 112 102 94 JUMENCOURT
2.396 249 7003 24913 57 50 50 JUMIGNY
2.397 1337 6646 25252 937 557 532 JUSSY
2.398 1385 6713 24949 207 163 155 JUVIGNY
2.399 2982 7129 24955 333 245 238 JUVINCOURT-ET-DAMARY
2.4 676 6790 24951 111 86 82 LAFFAUX
2.401 1083 7092 25412 176 139 137 LAIGNY
2.402 369 6532 25369 48 39 36 LANCHY
2.403 1960 6915 25363 232 189 184 LANDIFAY-ET-BERTAIGNEMONT
2.404 1012 7186 25402 134 123 119 LANDOUZY-LA-COUR
2.405 1576 7233 25419 457 358 350 LANDOUZY-LA-VILLE
2.406 583 6747 25017 108 85 83 LANDRICOURT
2.407 300 6874 25064 151 114 111 LANISCOURT
2.408 4200 6932 25081 15511 9072 8858 LAON
2.409 2371 7177 25135 225 204 198 LAPPION
2.41 953 6513 24739 186 136 136 LARGNY-SUR-AUTOMNE
2.411 932 6711 24623 143 103 101 LATILLY
2.412 910 6775 24745 85 76 75 LAUNOY
2.413 451 6913 25011 195 182 180 LAVAL-EN-LAONNOIS
2.414 444 6987 25512 162 133 131 LAVAQUERESSE
2.415 722 6606 24841 98 68 68 LAVERSINE
2.416 1136 7028 25388 377 318 308 LEME
2.417 262 6600 25555 92 79 75 LEMPIRE
2.418 1154 7115 25510 171 137 137 LERZY
2.419 1469 7031 25523 219 203 201 LESCHELLES
2.42 1063 6713 25449 654 457 426 LESDINS
2.421 665 6852 24794 55 39 39 LESGES
2.422 1621 6923 25491 640 505 454 LESQUIELLES-SAINT-GERMAIN
2.423 1269 6741 24984 321 280 271 LEUILLY-SOUS-COUCY
2.424 369 6726 24931 95 72 69 LEURY
2.425 1019 7314 25410 134 114 111 LEUZE
2.426 767 6702 25483 426 363 334 LEVERGIES
2.427 495 6887 24766 93 61 56 LHUYS
2.428 409 6685 24562 61 40 39 LICY-CLIGNON
2.429 377 6928 24993 100 80 80 LIERVAL
2.43 996 7062 25135 804 542 493 LIESSE-NOTRE-DAME
2.431 545 6689 25220 350 261 241 LIEZ
2.432 555 6882 24811 161 137 136 LIME
2.433 820 7217 25224 209 173 169 LISLET
2.434 373 6830 25024 185 122 117 LIZY
2.435 815 7350 25385 72 62 61 LOGNY-LES-AUBENTON
2.438 1094 6644 24754 193 152 150 LONGPONT
2.439 873 6957 24855 290 164 156 LONGUEVAL-BARBONVAL
2.44 887 7241 25051 111 99 98 LOR
2.441 1102 6663 24737 170 130 129 LOUATRE
2.442 730 6873 24728 77 60 59 LOUPEIGNE
2.443 775 6689 24514 136 98 97 LUCY-LE-BOCAGE
2.444 477 7062 25325 116 101 100 LUGNY
2.445 1099 7169 25489 243 194 184 LUZOIR
2.446 347 6701 25269 80 72 71 LY-FONTAINE
2.447 1096 6810 24768 101 76 74 MAAST-ET-VIOLAINE
2.448 1008 7087 25185 95 85 85 MACHECOURT
2.449 617 6652 24634 55 41 40 MACOGNY
2.45 2018 6874 25439 261 217 209 MACQUIGNY
2.451 363 6674 25490 113 95 84 MAGNY-LA-FOSSE
2.452 817 6612 25445 169 139 134 MAISSEMY
2.453 709 7016 24875 260 184 169 MAIZY
2.454 2561 7192 25033 276 249 245 LA_MALMAISON
2.455 1030 7000 25466 157 146 142 MALZY
2.456 1024 6604 25086 285 251 244 MANICAMP
2.457 1530 7071 25106 284 242 239 MARCHAIS
2.458 1278 6842 24324 240 164 161 MARCHAIS-EN-BRIE
2.459 730 6769 25398 146 123 123 MARCY
2.46 439 7010 25278 165 144 140 MARCY-SOUS-MARLE
2.462 881 6889 24721 163 123 119 MAREUIL-EN-DOLE
2.463 921 7033 25351 72 65 63 MARFONTAINE
2.464 547 6773 24936 219 156 147 MARGIVAL
2.465 1556 6651 24518 305 225 219 MARIGNY-EN-ORXOIS
2.466 771 6631 24653 108 73 71 MARIZY-SAINTE-GENEVIEVE
2.467 454 6648 24651 40 38 38 MARIZY-SAINT-MARD
2.468 1379 7035 25280 1709 1276 1208 MARLE
2.469 1291 7044 25463 356 301 294 MARLY-GOMONT
2.47 1696 7296 25418 327 280 265 MARTIGNY
2.471 446 6974 25000 92 73 73 MARTIGNY-COURPIERRE
2.472 1046 7056 25047 364 303 297 MAUREGNY-EN-HAYE
2.473 342 6757 25235 131 103 98 MAYOT
2.474 523 6676 25223 280 220 216 MENNESSIS
2.475 729 7214 24926 231 187 180 MENNEVILLE
2.476 1189 6876 25550 491 414 390 MENNEVRET
2.477 777 6683 24868 708 445 418 MERCIN-ET-VAUX
2.478 577 6847 25028 177 139 137 MERLIEUX-ET-FOUQUEROLLES
2.479 336 6989 24846 55 42 40 MERVAL
2.48 898 6870 25235 250 206 194 MESBRECOURT-RICHECOURT
2.481 545 6733 25375 341 271 261 MESNIL-SAINT-LAURENT
2.482 289 7036 24854 42 39 39 MEURIVAL
2.483 959 6766 25323 410 346 333 MEZIERES-SUR-OISE
2.484 448 6866 24520 348 230 211 MEZY-MOULINS
2.485 304 6665 24825 79 64 62 MISSY-AUX-BOIS
2.486 660 7049 25160 60 43 42 MISSY-LES-PIERREPONT
2.487 325 6799 24882 499 328 315 MISSY-SUR-AISNE
2.488 181 6860 25601 127 106 101 MOLAIN
2.489 447 6872 25078 219 174 173 MOLINCHART
2.49 586 6897 24983 107 90 86 MONAMPTEUIL
2.491 1972 6923 25311 277 252 242 MONCEAU-LE-NEUF-ET-FAUCOUZY
2.492 1330 6835 25199 352 246 234 MONCEAU-LES-LEUPS
2.493 541 6996 25144 165 136 136 MONCEAU-LE-WAAST
2.494 586 6978 25459 120 102 101 MONCEAU-SUR-OISE
2.495 2033 7235 25532 762 568 543 MONDREPUIS
2.496 492 6644 24615 68 51 51 MONNES
2.497 410 6882 25051 820 628 614 MONS-EN-LAONNOIS
2.498 2351 7082 25053 499 361 344 MONTAIGU
2.499 544 6864 25034 33 31 31 MONTBAVIN
2.5 990 6729 25528 647 526 506 MONTBREHAIN
2.501 676 7008 25027 53 52 52 MONTCHALONS
2.502 574 7214 25234 1142 796 752 MONTCORNET
2.503 1352 6838 25391 686 553 545 MONT-D'ORIGNY
2.504 629 6665 25273 1179 798 732 MONTESCOURT-LIZEROLLES
2.505 1536 6801 24389 149 117 114 MONTFAUCON
2.506 1118 6591 24791 171 139 137 MONTGOBERT
2.507 324 6724 24662 35 25 25 MONTGRU-SAINT-HILAIRE
2.508 294 6965 24997 86 75 74 MONTHENAULT
2.509 737 6703 24566 105 89 89 MONTHIERS
2.51 386 6886 24479 111 93 90 MONTHUREL
2.511 977 6820 25462 228 178 165 MONTIGNY-EN-ARROUAISE
2.512 1014 6560 24573 199 126 122 MONTIGNY-L'ALLIER
2.513 990 7135 25224 128 101 93 MONTIGNY-LE-FRANC
2.514 1138 6554 24863 510 374 364 MONTIGNY-LENGRAIN
2.515 477 6901 24438 68 51 50 MONTIGNY-LES-CONDE
2.516 733 7050 25289 60 48 47 MONTIGNY-SOUS-MARLE
2.517 853 6901 25251 225 209 196 MONTIGNY-SUR-CRECY
2.518 2265 6881 24415 222 153 149 MONTLEVON
2.519 1558 7252 25211 138 110 105 MONTLOUE
2.52 996 6908 24781 462 320 305 MONT-NOTRE-DAME
2.522 397 7349 25342 54 51 47 MONT-SAINT-JEAN
2.523 581 6949 24769 58 50 50 MONT-SAINT-MARTIN
2.524 1069 6843 24536 482 384 371 MONT-SAINT-PERE
2.525 607 6709 25426 505 431 416 MORCOURT
2.526 699 7256 25306 75 53 53 MORGNY-EN-THIERACHE
2.527 1434 6612 24954 349 229 224 MORSAIN
2.528 1190 6538 24818 202 155 150 MORTEFONTAINE
2.529 639 6962 25220 165 115 113 MORTIERS
2.53 160 6979 24923 84 70 66 MOULINS
2.531 643 6942 24917 89 67 67 MOUSSY-VERNEUIL
2.532 626 6740 25289 762 578 544 MOY-DE-L'AISNE
2.533 524 6786 24769 98 87 82 MURET-ET-CROUTTES
2.534 218 7026 24860 37 31 31 MUSCOURT
2.535 1089 7202 25326 113 100 100 NAMPCELLES-LA-COUR
2.536 338 6792 24787 59 53 53 NAMPTEUIL-SOUS-MURET
2.537 736 6811 24937 119 101 97 NANTEUIL-LA-FOSSE
2.538 372 6782 24665 70 57 57 NANTEUIL-NOTRE-DAME
2.539 627 6660 25512 557 428 406 NAUROY
2.54 1721 6798 24474 820 683 664 NESLES-LA-MONTAGNE
2.541 286 7231 24941 315 255 253 NEUFCHATEL-SUR-AISNE
2.542 190 6596 25140 74 63 61 NEUFLIEUX
2.543 1789 6677 24638 1394 924 888 NEUILLY-SAINT-FRONT
2.544 842 7219 25495 455 353 338 NEUVE-MAISON
2.545 998 7085 25250 124 107 106 LA_NEUVILLE-BOSMONT
2.546 381 6589 25202 130 111 110 LA_NEUVILLE-EN-BEINE
2.547 499 7004 25336 48 43 42 LA_NEUVILLE-HOUSSET
2.548 1088 6962 25543 290 249 237 LA_NEUVILLE-LES-DORENGT
