dptmt.0.001*codeinseecommune superficie(hectare) x y nombred'inscrits nombredevotants nombredebulletinexprimés nomsansblancavecunders
64.157 1670 3722 17964 762 672 646 BUZY
64.158 726 3734 18417 141 132 132 CABIDOS
64.159 537 3981 18393 93 75 74 CADILLON
64.16 2249 2966 18245 4002 2610 2130 CAMBO-LES-BAINS
64.161 3390 3208 18362 593 522 509 CAME
64.162 1008 3357 17958 100 86 82 CAMOU-CIHIGUE
64.165 767 3622 18111 196 164 151 CARDESSE
64.166 401 3104 18004 157 117 109 CARO
64.167 661 3880 18348 148 133 131 CARRERE
64.168 1391 3301 18364 460 410 395 CARRESSE-CASSABER
64.17 833 3301 18337 156 137 136 CASTAGNEDE
64.171 680 3684 18288 158 137 132 CASTEIDE-CAMI
64.172 924 3653 18391 173 145 143 CASTEIDE-CANDAU
64.173 534 4093 18218 95 82 80 CASTEIDE-DOAT
64.174 343 4077 18251 48 34 34 CASTERA-LOUBIX
64.175 2353 3753 17891 158 136 130 CASTET
64.176 1420 3465 18254 144 126 121 CASTETBON
64.177 906 3528 18344 526 430 418 CASTETIS
64.178 1137 3467 18189 354 309 309 CASTETNAU-CAMBLONG
64.179 656 3501 18318 147 120 116 CASTETNER
64.18 749 3924 18433 142 121 120 CASTETPUGON
64.181 671 3640 18336 209 166 157 CASTILLON(CANTON_D'ARTHEZ-DE-BEARN)
64.182 472 4003 18340 68 56 56 CASTILLON(CANTON_DE_LEMBEYE)
64.183 720 3776 18277 386 332 326 CAUBIOS-LOOS
64.184 798 3699 18273 369 333 321 CESCAU
64.185 1897 3607 17748 89 87 85 CETTE-EYGUN
64.186 1141 3397 18180 201 170 165 CHARRE
64.187 740 3384 18155 201 198 196 CHARRITTE-DE-BAS
64.188 3526 3393 18085 898 736 708 CHERAUTE
64.189 744 2751 18286 5646 3992 3801 CIBOURE
64.19 987 3865 18379 163 140 132 CLARACQ
64.191 1484 3910 17998 1726 1362 1323 COARRAZE
64.192 449 3972 18414 89 80 79 CONCHEZ-DE-BEARN
64.193 708 4035 18331 88 78 73 CORBERE-ABERES
64.194 1392 3916 18319 263 224 208 COSLEDAA-LUBE-BOAST
64.195 554 3814 18404 100 96 95 COUBLUCQ
64.196 790 4036 18389 126 103 102 CROUSEILLES
64.197 348 3653 18171 152 122 119 CUQUERON
64.198 1229 3691 18220 1278 969 917 DENGUIN
64.199 531 3977 18434 101 80 79 DIUSSE
64.2 614 3659 18322 121 104 102 DOAZON
64.201 679 3499 18148 180 149 147 DOGNEN
64.202 2156 3318 18195 392 348 329 DOMEZAIN-BERRAUTE
64.203 639 3801 18310 189 162 157 DOUMY
64.205 561 3298 18329 189 175 165 ESCOS
64.206 2266 3599 17905 127 114 111 ESCOT
64.207 619 3661 18020 309 255 245 ESCOU
64.208 644 3907 18274 217 190 186 ESCOUBES
64.209 952 3649 18028 362 307 297 ESCOUT
64.21 418 4006 18323 134 114 113 ESCURES
64.211 506 3985 18140 155 145 139 ESLOURENTIES-DABAN
64.212 932 3953 18160 126 111 111 ESPECHEDE
64.213 2685 2927 18227 1584 1260 1202 ESPELETTE
64.214 978 3385 18126 428 347 319 ESPES-UNDUREIN
64.215 409 3360 18229 51 46 44 ESPIUTE
64.216 1343 3964 18077 713 567 551 ESPOEY
64.217 2858 3521 18039 452 347 334 ESQUIULE
64.218 4587 3120 17956 316 294 290 ESTERENCUBY
64.219 514 3649 18062 230 184 182 ESTIALESCQ
64.22 322 3600 18052 384 310 298 ESTOS
64.221 743 3348 18190 107 91 88 ETCHARRY
64.222 823 3366 17920 62 59 56 ETCHEBAR
64.223 3495 3622 17721 107 100 97 ETSAUT
64.224 672 3616 17974 561 499 487 EYSUS
64.225 1371 3535 17996 386 333 326 FEAS
64.226 641 3744 18354 128 111 107 FICHOUS-RIUMAYOU
64.227 1273 3934 18209 502 436 421 GABASTON
64.228 831 3264 18246 178 150 146 GABAT
64.229 991 3168 18061 87 79 77 GAMARTHE
64.23 3962 3784 18067 3970 3151 3070 GAN
64.231 687 3361 18061 476 412 380 GARINDEIN
64.232 865 3839 18370 164 142 141 GARLEDE-MONDEBAT
64.233 1830 3890 18434 925 818 800 GARLIN
64.234 1206 3725 18379 177 143 140 GAROS
64.235 313 3241 18215 236 195 192 GARRIS
64.236 395 3970 18344 64 50 50 GAYON
64.237 1103 3799 18128 2648 1977 1917 GELOS
64.238 3149 4057 18086 1482 1128 1039 GER
64.239 656 3961 18264 95 76 75 GERDEREST
64.24 1282 3744 17842 186 171 170 GERE-BELESTEN
64.241 1599 3538 18089 352 285 279 GERONCE
64.242 219 3383 18217 60 55 55 GESTAS
64.243 412 3685 18352 126 110 107 GEUS-D'ARZACQ
64.244 657 3525 18102 189 162 160 GEUS-D'OLORON
64.245 476 3616 18040 439 387 380 GOES
64.246 324 3945 18085 157 136 131 GOMER
64.247 1175 3364 18041 404 356 351 GOTEIN-LIBARRENX
64.249 140 2801 18329 1206 915 896 GUETHARY
64.25 2485 3134 18409 639 549 510 GUICHE
64.251 248 3334 18257 186 148 144 GUINARTHE-PARENTIES
64.252 298 3611 17993 605 550 538 GURMENCON
64.253 1096 3488 18144 314 273 262 GURS
64.254 1887 3603 18398 439 379 367 HAGETAUBIN
64.255 508 2950 18264 406 314 290 HALSOU
64.256 7701 3046 18271 4610 3812 3610 HASPARREN
64.257 1231 3827 18002 236 205 194 HAUT-DE-BOSDARROS
64.258 1701 3402 17914 99 90 87 HAUX
64.259 2345 3091 18184 538 506 497 HELETTE
64.26 795 2663 18261 8808 5591 5283 HENDAYE
64.261 893 3657 18005 310 250 243 HERRERE
64.262 735 3893 18230 223 199 184 HIGUERES-SOUYE
64.263 847 3420 18314 137 116 113 L'HOPITAL-D'ORION
64.264 211 3475 18104 66 60 60 L'HOPITAL-SAINT-BLAISE
64.265 1708 3211 18012 71 68 68 HOSTA
64.266 579 3961 18061 181 157 128 HOURS
64.267 887 3207 18059 84 79 77 IBARROLLE
64.268 967 3352 18031 225 190 187 IDAUX-MENDY
64.269 778 3847 18133 3014 2235 2092 IDRON
64.27 533 3907 17987 735 637 619 IGON
64.271 2163 3141 18153 376 347 342 IHOLDY
64.272 1055 3259 18269 119 116 110 ILHARRE
64.273 2639 3097 18127 650 575 506 IRISSARRY
64.274 938 3039 18041 265 233 221 IROULEGUY
64.275 785 3092 18031 503 441 432 ISPOURE
64.276 2300 3555 17934 252 228 220 ISSOR
64.277 1360 3126 18247 284 250 246 ISTURITS
64.279 3937 2961 18214 1557 1197 1137 ITXASSOU
64.28 684 3747 17917 364 292 279 IZESTE
64.281 522 3495 18170 138 117 115 JASSES
64.282 1395 2944 18280 765 591 567 JATXOU
64.283 1065 3128 18059 158 129 129 JAXU
64.284 1878 3785 18133 5261 3828 3729 JURANCON
64.285 1517 3248 18096 167 156 155 JUXUE
64.286 610 3480 18327 313 293 286 LAA-MONDRANS
64.287 646 3413 18252 121 107 104 LAAS
64.288 501 3666 18237 419 325 304 LABASTIDE-CEZERACQ
64.289 2339 3088 18320 718 567 556 LA_BASTIDE-CLAIRENCE
64.29 819 3678 18254 327 269 264 LABASTIDE-MONREJEAU
64.291 1527 3279 18337 246 216 209 LABASTIDE-VILLEFRANCHE
64.292 332 3973 18010 191 158 147 LABATMALE
64.293 844 4089 18274 131 114 110 LABATUT
64.294 879 3246 18262 157 128 125 LABETS-BISCAY
64.295 369 3607 18422 81 78 76 LABEYRIE
64.296 481 3582 18419 89 76 75 LACADEE
64.297 440 3150 18050 114 106 106 LACARRE
64.298 2332 3340 17925 114 71 67 LACARRY-ARHAN-CHARRITTE-DE-HAUT
64.299 333 3687 18125 164 149 146 LACOMMANDE
64.3 1705 3603 18279 562 515 506 LACQ
64.301 2097 3575 18257 945 684 636 LAGOR
64.302 446 3915 18041 383 332 314 LAGOS
64.303 600 3389 17932 148 133 132 LAGUINGE-RESTOUE
64.305 1464 3326 18421 357 332 318 LAHONTAN
64.306 1094 3602 18214 614 487 474 LAHOURCADE
64.307 794 3953 18339 165 116 108 LALONGUE
64.308 532 3846 18354 209 176 170 LALONQUETTE
64.309 951 4082 18228 166 137 136 LAMAYOU
64.31 4148 3476 17950 479 452 439 LANNE-EN-BARETOUS
64.311 867 3935 18347 140 123 120 LANNECAUBE
64.312 726 3442 18340 233 196 192 LANNEPLAA
64.313 2886 3185 18115 251 243 243 LANTABAT
64.314 1808 3208 18095 346 310 300 LARCEVEAU-ARROS-CIBITS
64.315 704 3742 18153 756 602 585 LAROIN
64.316 12680 3312 17852 225 199 193 LARRAU
64.317 1076 2936 18260 1182 864 811 LARRESSORE
64.318 1005 3724 18347 139 115 115 LARREULE
64.319 1065 3277 18158 184 157 149 LARRIBAR-SORHAPURU
64.32 24896 3742 17800 1328 1185 1162 LARUNS
64.321 613 3870 18296 187 162 155 LASCLAVERIES
64.322 1479 3070 18017 261 213 185 LASSE
64.323 423 4041 18377 89 76 74 LASSERRE
64.325 706 3724 18006 160 148 147 LASSEUBETAT
64.326 547 3515 18147 91 80 80 LAY-LAMIDOU
64.327 5809 3164 17988 170 153 149 LECUMBERRY
64.328 1352 3593 18061 948 808 784 LEDEUIX
64.329 294 3864 18130 874 709 690 LEE
64.33 4481 3582 17792 259 234 224 LEES-ATHAS
64.331 839 4017 18306 585 504 485 LEMBEYE
64.332 672 3810 18361 111 98 98 LEME
64.334 457 3262 18392 181 165 161 LEREN
64.335 2650 3748 18185 7022 5092 4953 LESCAR
64.336 6066 3570 17747 259 237 232 LESCUN
64.337 711 3990 18333 128 105 105 LESPIELLE
64.338 709 3981 18208 121 91 84 LESPOURCY
64.339 863 3925 17953 675 581 564 LESTELLE-BETHARRAM
64.34 343 3382 17931 78 72 72 LICHANS-SUNHAR
64.341 338 3390 18166 117 97 93 LICHOS
64.342 1787 3378 17903 226 175 173 LICQ-ATHEREY
64.343 748 3953 18115 311 269 261 LIMENDOUS
64.344 754 3984 18059 297 265 252 LIVRON
64.345 1752 3306 18139 166 140 136 LOHITZUN-OYHERCQ
64.346 763 3993 18173 156 143 139 LOMBIA
64.347 552 3762 18337 124 115 111 LONCON
64.348 1153 3768 18164 8784 6004 5864 LONS
64.349 2343 3491 18304 379 309 298 LOUBIENG
64.35 738 3002 18197 575 498 487 LOUHOSSOA
64.351 1624 3550 17876 133 125 123 LOURDIOS-ICHERE
64.352 894 3970 18128 240 207 198 LOURENTIES
64.353 5565 3753 17911 948 772 733 LOUVIE-JUZON
64.354 2666 3753 17813 106 103 92 LOUVIE-SOUBIRON
64.355 702 3749 18384 97 90 85 LOUVIGNY
64.356 585 4051 18273 96 81 79 LUC-ARMAU
64.357 332 4037 18256 57 50 50 LUCARRE
64.358 567 3943 18071 249 221 220 LUCGARIER
64.359 4877 3565 18141 826 623 593 LUCQ-DE-BEARN
64.36 747 3600 17946 194 161 156 LURBE-SAINT-CHRISTAU
64.361 674 3945 18296 127 103 100 LUSSAGNET-LUSSON
64.362 831 3229 18219 191 167 158 LUXE-SUMBERRAUTE
64.363 1540 3808 17957 304 253 248 LYS
64.364 1975 3033 18215 475 395 386 MACAYE
64.365 1749 3727 18437 372 306 303 MALAUSSANNE
64.366 876 3928 18410 118 108 106 MASCARAAS-HARON
64.367 1333 3542 18312 610 493 477 MASLACQ
64.368 816 3217 18269 196 161 154 MASPARRAUTE
64.369 1076 3985 18277 220 193 188 MASPIE-LALONQUERE-JUILLACQ
64.37 492 3873 18205 381 281 251 MAUCOR
64.372 359 4045 18230 84 64 60 MAURE
64.373 400 3814 18120 1686 1214 1190 MAZERES-LEZONS
64.374 1171 3725 18315 749 602 570 MAZEROLLES
64.375 1273 3173 18208 215 180 177 MEHARIN
64.376 708 3845 18106 636 528 500 MEILLON
64.377 2147 3049 18222 608 528 497 MENDIONDE
64.378 633 3362 18009 186 139 135 MENDITTE
64.379 4177 3174 17983 179 161 155 MENDIVE
64.38 824 3796 18380 170 141 139 MERACQ
64.381 690 3482 18197 258 238 238 MERITEIN
64.382 1147 3574 18371 293 265 258 MESPLEDE
64.383 454 3777 18364 100 74 74 MIALOS
64.385 916 3864 18331 174 153 147 MIOSSENS-LANUSSE
64.386 329 3893 18020 868 680 658 MIREPEIX
64.387 1451 3747 18316 347 304 298 MOMAS
64.388 600 4017 18247 106 92 92 MOMY
64.389 992 3945 18274 287 259 258 MONASSUT-AUDIRACQ
64.39 1135 4060 18343 129 117 116 MONCAUP
64.391 1627 3411 18123 330 256 240 MONCAYOLLE-LARRORY-MENDIBIEU
64.392 583 3922 18456 98 81 79 MONCLA
64.393 8084 3631 18175 3574 2692 2552 MONEIN
64.394 348 4053 18363 81 70 67 MONPEZAT
64.395 284 4093 18283 120 98 98 MONSEGUR
64.396 1824 3576 18305 733 582 548 MONT
64.397 618 3701 18425 110 98 95 MONTAGUT
64.398 1913 4096 18188 369 296 284 MONTANER
64.399 842 3827 18230 1545 1109 1051 MONTARDON
64.4 1541 3932 17953 813 593 553 MONTAUT
64.401 535 3988 18427 66 57 57 MONT-DISSE
64.403 864 3417 18237 165 140 133 MONTFORT
64.404 2045 3428 17934 296 287 282 MONTORY
64.405 1315 3889 18193 2970 2047 1574 MORLAAS
64.406 1294 3676 18388 378 337 326 MORLANNE
64.407 2257 2960 18369 3649 2713 2628 MOUGUERRE
64.408 330 3897 18354 42 33 32 MOUHOUS
64.409 805 3565 18058 591 499 474 MOUMOUR
64.41 634 3610 18240 5222 3472 3351 MOURENX
64.411 2406 3312 18050 234 198 193 MUSCULDY
64.412 640 3392 18198 91 75 75 NABAS
64.413 456 3839 18090 439 344 324 NARCASTET
64.414 633 3430 18244 110 109 109 NARP
64.415 1422 3827 18273 952 780 753 NAVAILLES-ANGOS
64.416 621 3485 18182 807 628 571 NAVARRENX
64.417 527 3884 18010 2466 1761 1700 NAY
64.418 195 3620 18232 112 92 91 NOGUERES
64.419 970 3929 18106 815 655 598 NOUSTY
64.42 1181 3531 18170 177 164 162 OGENNE-CAMPTORT
64.421 2307 3685 17980 1015 799 760 OGEU-LES-BAINS
64.422 6831 3604 18036 8269 6686 6461 OLORON-SAINTE-MARIE
64.423 1057 3306 18319 138 114 111 ORAAS
64.424 2971 3329 18037 496 436 402 ORDIARP
64.425 3643 3184 18276 438 383 378 OREGUE
64.426 429 3552 18080 189 162 159 ORIN
64.427 980 3405 18293 128 107 104 ORION
64.428 636 3412 18279 113 102 101 ORRIULE
64.429 935 3235 18161 86 74 74 ORSANCO
64.43 4586 3483 18368 8042 5948 5676 ORTHEZ
64.431 545 3605 18252 356 304 300 OS-MARSILLON
64.432 717 3370 17985 79 62 58 OSSAS-SUHARE
64.433 4303 3587 17815 269 241 216 OSSE-EN-ASPE
64.434 402 3441 18240 46 35 34 OSSENX
64.435 656 3332 18250 200 165 161 OSSERAIN-RIVAREYTE
64.436 4238 3055 18112 694 614 591 OSSES
64.437 1526 3229 18119 202 178 178 OSTABAT-ASME
64.438 638 3918 18165 335 275 265 OUILLON
64.439 446 3883 18124 1048 791 760 OUSSE
64.44 1634 3460 18317 314 273 261 OZENX-MONTESTRUCQ
64.441 1590 3293 18082 230 205 188 PAGOLLE
64.442 646 3659 18180 191 161 155 PARBAYSE
64.443 582 3628 18226 810 604 560 PARDIES
64.444 747 3854 18048 339 279 267 PARDIES-PIETAT
64.445 3151 3801 18147 52194 35117 34191 PAU
64.446 866 4020 18277 122 103 102 PEYRELONGUE-ABOS
64.447 834 3702 18400 110 105 105 PIETS-PLASENCE-MOUSTROU
64.448 674 3722 18205 1134 836 790 POEY-DE-LESCAR
64.449 479 3560 18096 150 122 112 POEY-D'OLORON
64.45 777 3669 18364 177 158 156 POMPS
64.451 572 4069 18171 75 62 58 PONSON-DEBAT-POUTS
64.452 1077 4057 18154 213 174 166 PONSON-DESSUS
64.453 2885 4004 18012 1997 1694 1625 PONTACQ
64.454 698 4061 18206 102 89 87 PONTIACQ-VIELLEPINTE
64.455 789 3959 18452 160 127 125 PORTET
64.456 341 3821 18398 32 26 25 POULIACQ
64.457 902 3803 18424 180 165 162 POURSIUGUES-BOUCOUE
64.458 831 3521 18118 218 175 165 PRECHACQ-JOSBAIG
64.459 510 3517 18130 149 134 133 PRECHACQ-NAVARRENX
64.46 639 3625 18036 290 261 258 PRECILHON
64.461 932 3371 18414 878 696 671 PUYOO
64.462 758 3384 18407 319 288 269 RAMOUS
64.463 1050 3773 17990 583 451 425 REBENACQ
64.464 227 3888 18391 76 70 68 RIBARROUY
64.465 481 3917 18256 140 127 122 RIUPEYROUS
64.466 841 3389 18211 203 169 165 RIVEHAUTE
64.467 706 3832 18103 574 414 390 RONTIGNON
64.468 1044 3414 18039 111 92 91 ROQUIAGUE
64.469 422 3859 18039 247 204 196 SAINT-ABIT
64.471 949 3454 18411 304 229 221 SAINT-BOES
64.472 700 3856 18231 620 498 470 SAINT-CASTIN
64.473 935 3766 17928 273 223 214 SAINTE-COLOME
64.474 184 3279 18360 107 99 93 SAINT-DOS
64.475 7269 3394 17843 249 229 225 SAINTE-ENGRACE
64.476 1371 3121 18216 336 297 270 SAINT-ESTEBEN
64.477 6944 3001 18040 1326 1130 1083 SAINT-ETIENNE-DE-BAIGORRY
64.478 1351 3733 18114 623 530 511 SAINT-FAUST
64.479 520 3438 18443 129 105 103 SAINT-GIRONS
64.48 653 3348 18254 138 117 114 SAINT-GLADIE-ARRIVE-MUNEIN
64.481 554 3529 18097 176 143 134 SAINT-GOIN
64.482 405 3900 18207 469 343 325 SAINT-JAMMES
64.483 1905 2758 18291 10790 7222 6904 SAINT-JEAN-DE-LUZ
64.484 1164 3125 18023 710 647 622 SAINT-JEAN-LE-VIEUX
64.485 273 3090 18024 1091 851 802 SAINT-JEAN-PIED-DE-PORT
64.486 393 3959 18392 80 73 73 SAINT-JEAN-POUDGE
64.487 3003 3238 18050 213 186 185 SAINT-JUST-IBARRE
64.488 1059 3942 18234 322 281 276 SAINT-LAURENT-BRETAGNE
64.489 1469 3131 18223 268 229 213 SAINT-MARTIN-D'ARBEROUE
64.49 1843 3031 18109 403 286 270 SAINT-MARTIN-D'ARROSSA
64.491 1123 3631 18409 165 153 150 SAINT-MEDARD
64.492 3030 3101 17992 209 175 170 SAINT-MICHEL
64.493 744 3263 18198 1246 949 911 SAINT-PALAIS
64.494 531 3267 18381 177 146 141 SAINT-PE-DE-LEREN
64.495 6508 2845 18250 4040 3100 3000 SAINT-PEE-SUR-NIVELLE
64.496 768 2926 18379 3489 2343 2017 SAINT-PIERRE-D'IRUBE
64.498 1661 3975 17987 303 249 237 SAINT-VINCENT
64.499 5208 3356 18353 3971 3028 2918 SALIES-DE-BEARN
64.5 584 3431 18380 231 177 170 SALLES-MONGISCARD
64.501 1518 3531 18405 514 401 386 SALLESPISSE
64.502 1326 3173 18421 484 449 438 SAMES
64.503 503 4008 18289 69 57 53 SAMSONS-LION
64.504 5134 2818 18202 1873 1576 1509 SARE
64.505 335 3530 18331 234 191 188 SARPOURENX
64.506 4675 3602 17876 179 155 149 SARRANCE
64.507 510 4000 18154 89 77 76 SAUBOLE
64.508 710 3543 18122 114 90 90 SAUCEDE
64.509 881 3373 17998 152 109 106 SAUGUIS-SAINT-ETIENNE
64.51 2226 3565 18435 690 572 552 SAULT-DE-NAVAILLES
64.511 1674 3790 18263 2076 1672 1643 SAUVAGNON
64.512 1186 3530 18258 215 189 182 SAUVELADE
64.513 1454 3342 18275 1019 841 819 SAUVETERRE-DE-BEARN
64.514 597 3789 18354 151 127 123 SEBY
64.515 761 4001 18198 161 133 132 SEDZE-MAUBECQ
64.516 1259 3962 18186 305 250 241 SEDZERE
64.517 1092 4017 18362 162 145 145 SEMEACQ-BLACHON
64.518 773 3889 18139 675 549 533 SENDETS
64.519 1371 3816 18242 2694 1818 1580 SERRES-CASTET
64.52 419 3893 18173 550 458 440 SERRES-MORLAAS
64.521 949 3656 18279 387 306 299 SERRES-SAINTE-MARIE
64.522 1481 3759 17940 384 305 291 SEVIGNACQ-MEYRACQ
64.523 1743 3893 18301 529 461 445 SEVIGNACQ
64.524 1108 3971 18300 278 197 187 SIMACOURBE
64.525 221 3710 18199 509 412 407 SIROS
64.526 279 3945 18104 904 757 729 SOUMOULOU
64.527 1686 2906 18230 894 680 640 SOURAIDE
64.528 1183 3125 18100 160 143 129 SUHESCUN
64.529 1150 3479 18166 254 194 192 SUS
64.53 350 3471 18177 233 181 178 SUSMIOU
64.531 450 3377 18225 56 46 43 TABAILLE-USQUAIN
64.532 473 3954 18414 63 59 54 TADOUSSE-USSAU
64.533 1499 3392 17957 484 407 397 TARDETS-SORHOLUS
64.534 1386 3905 18377 174 146 139 TARON-SADIRAC-VIELLENAVE
64.535 423 3666 18215 379 310 294 TARSACQ
64.536 793 3824 18342 630 492 471 THEZE
64.537 639 3381 17976 126 103 99 TROIS-VILLES
64.538 1166 3084 18024 560 437 430 UHART-CIZE
64.539 1174 3270 18144 164 151 150 UHART-MIXE
64.54 1369 3025 18385 1718 1186 1141 URCUIT
64.541 589 3629 18312 224 200 190 URDES
64.542 3627 3633 17677 66 59 56 URDOS
64.543 2644 2939 17925 324 305 297 UREPEL
64.544 233 3982 18183 60 44 44 UROST
64.545 5057 2724 18262 6425 4746 4589 URRUGNE
64.546 1899 3063 18392 1601 1215 1149 URT
64.547 3275 2924 18293 4355 3161 3042 USTARITZ
64.548 620 3699 18351 132 117 108 UZAN
64.549 1619 3754 18259 663 518 502 UZEIN
64.55 352 3821 18111 575 430 414 UZOS
64.551 562 3574 18072 236 217 215 VERDETS
64.552 729 3968 18366 158 146 140 VIALER
64.554 392 3715 18271 145 126 123 VIELLENAVE-D'ARTHEZ
64.555 568 3459 18214 114 101 97 VIELLENAVE-DE-NAVARRENX
64.556 1431 3548 18219 306 270 264 VIELLESEGURE
64.557 797 3775 18399 308 254 249 VIGNES
64.558 1717 2929 18335 1645 1283 1219 VILLEFRANQUE
64.559 1271 3383 18096 655 533 515 VIODOS-ABENSE-DE-BAS
64.56 363 3806 18329 144 116 113 VIVEN
65.001 105 4027 17776 205 168 156 ADAST
65.002 724 4073 17953 645 520 485 ADE
65.003 914 4416 17593 114 93 88 ADERVIELLE-POUCHERGUES
65.004 611 4034 17846 292 262 253 AGOS-VIDALOS
65.005 369 4197 17997 296 211 206 ALLIER
65.006 3997 4365 17654 286 221 217 ANCIZAN
65.007 619 4151 18154 1071 750 656 ANDREST
65.009 266 4473 17869 144 124 124 ANERES
65.01 298 4221 18015 195 162 156 ANGOS
65.011 310 4099 17895 115 91 88 LES_ANGLES
65.012 285 4567 17794 57 45 45 ANLA
65.013 220 4195 18282 57 47 47 ANSOST
65.014 119 4567 17785 37 35 35 ANTICHAN
65.015 746 4335 18168 90 80 79 ANTIN
65.016 243 4199 17931 105 86 85 ANTIST
65.017 10829 4278 17563 316 295 285 ARAGNOUET
65.018 1490 3858 17808 113 98 95 ARBEOST
65.019 510 4177 17974 401 348 337 ARCIZAC-ADOUR
65.02 193 4104 17906 201 173 165 ARCIZAC-EZ-ANGLES
65.021 1504 4004 17792 326 254 249 ARCIZANS-AVANT
65.022 501 3960 17788 96 82 79 ARCIZANS-DESSUS
65.023 582 4419 17710 26 17 17 ARDENGOST
65.024 262 4256 17898 119 93 89 ARGELES-BAGNERES
65.025 305 4011 17808 2607 1937 1862 ARGELES-GAZOST
65.026 555 4532 18100 60 58 58 ARIES-ESPENAN
65.027 71 4424 17588 51 42 42 ARMENTEULE
65.028 834 4509 17999 159 134 115 ARNE
65.029 2466 3987 17797 413 376 369 ARRAS-EN-LAVEDAN
65.031 1112 4382 17689 692 554 526 ARREAU
65.032 10055 3916 17759 650 524 483 ARRENS-MARSOUS
65.033 479 4125 17884 85 61 60 ARRODETS-EZ-ANGLES
65.034 98 4323 17830 40 38 37 ARRODETS
65.035 494 4166 18249 371 312 305 ARTAGNAN
65.036 390 4052 17776 119 113 112 ARTALENS-SOUIN
65.037 297 4296 17938 87 82 82 ARTIGUEMY
65.038 146 4096 17886 20 18 17 ARTIGUES
65.039 1227 4367 17720 60 54 54 ASPIN-AURE
65.04 177 4055 17888 176 152 147 ASPIN-EN-LAVEDAN
65.041 1585 4301 17846 96 81 77 ASQUE
65.042 2667 4230 17845 480 373 351 ASTE
65.043 796 4152 17905 161 130 127 ASTUGUE
65.044 485 4294 18100 209 172 170 AUBAREDE
65.045 1294 3933 17778 201 174 173 AUCUN
65.046 2884 4328 17631 96 88 84 AULON
65.047 944 4178 18072 5613 3972 3827 AUREILHAN
65.048 711 4172 18141 542 390 351 AURENSAN
65.049 1612 4178 18351 219 175 174 AURIEBAT
65.05 329 4420 17618 66 56 55 AVAJAN
65.051 522 4518 17868 178 138 132 AVENTIGNAN
65.052 435 4101 17956 59 47 47 AVERAN
65.053 308 4558 17801 47 39 39 AVEUX
65.054 1781 4369 17869 480 404 391 AVEZAC-PRAT-LAHITTE
65.055 272 4038 17810 236 175 173 AYROS-ARBOUIX
65.056 308 4013 17832 351 272 264 AYZAC-OST
65.057 1520 4092 18035 794 676 660 AZEREIX
65.058 2663 4373 17584 153 144 142 AZET
65.059 12586 4215 17871 6164 4280 3956 BAGNERES-DE-BIGORRE
65.06 526 4284 17847 55 47 47 BANIOS
65.061 304 4207 18283 40 34 32 BARBACHEN
65.062 978 4195 18017 2562 1974 1894 BARBAZAN-DEBAT
65.063 424 4211 17982 141 114 110 BARBAZAN-DESSUS
65.064 2084 4435 17679 77 69 68 BAREILLES
65.065 402 4021 17973 217 198 195 BARLEST
65.066 380 4362 17694 38 29 29 BARRANCOUEU
65.067 254 4115 17965 113 91 86 BARRY
65.068 135 4482 18107 23 19 19 BARTHE
65.069 762 4407 17883 969 747 728 LA_BARTHE-DE-NESTE
65.07 731 4056 17942 333 267 244 BARTRES
65.071 230 4329 17865 42 33 32 BATSERE
65.072 284 4163 18124 1250 972 921 BAZET
65.073 1028 4184 18195 294 239 232 BAZILLAC
65.074 922 4547 18039 124 94 91 BAZORDAN
65.075 195 4372 17635 126 101 97 BAZUS-AURE
65.076 249 4403 17834 53 44 43 BAZUS-NESTE
65.077 3682 4041 17778 306 280 274 BEAUCENS
65.078 1670 4230 17830 351 286 274 BEAUDEAN
65.079 1024 4364 17970 163 153 152 BEGOLE
65.08 793 4117 17973 402 321 313 BENAC
65.081 205 4325 17902 69 61 57 BENQUE
65.082 573 4068 17854 47 41 41 BERBERUST-LIAS
65.083 390 4185 17986 536 383 369 BERNAC-DEBAT
65.084 460 4190 17979 258 213 206 BERNAC-DESSUS
65.085 877 4360 18189 92 78 78 BERNADETS-DEBAT
65.086 786 4347 18037 125 109 108 BERNADETS-DESSUS
65.087 266 4596 17790 162 111 105 BERTREN
65.088 345 4565 18107 40 35 35 BETBEZE
65.089 1620 4114 17670 113 88 85 BETPOUEY
65.09 415 4473 18099 59 47 47 BETPOUY
65.091 338 4267 17885 69 61 60 BETTES
65.092 1590 4397 17748 170 131 125 BEYREDE-JUMET
65.093 1296 4478 17840 216 168 162 BIZE
65.094 318 4454 17870 111 89 85 BIZOUS
65.095 1537 4381 18074 236 193 186 BONNEFONT
65.096 500 4314 17911 76 68 67 BONNEMAZON
65.097 880 4403 18009 162 129 124 BONREPOS
65.098 312 4032 17825 236 205 199 BOO-SILHEN
65.099 1741 4410 17651 156 130 129 BORDERES-LOURON
65.1 1595 4140 18090 3021 2308 2193 BORDERES-SUR-L'ECHEZ
65.101 1122 4281 18023 511 441 434 BORDES
65.102 299 4313 18165 23 22 21 BOUILH-DEVANT
65.103 785 4254 18140 79 61 59 BOUILH-PEREUILH
65.104 252 4212 18079 221 163 159 BOULIN
65.105 792 4306 17898 159 118 112 BOURG-DE-BIGORRE
65.106 190 4363 17604 145 131 129 BOURISP
65.107 126 4096 17917 69 60 60 BOURREAC
65.108 468 4176 18108 589 485 475 BOURS
